date,followers,location,Tweets,word_count,char_count,avg_word,hastags,numerics
2018-09-21 23:00:01,613,Lima,"En Perú son tendencia:
1 - Moyobamba
2 - Affonso
3 - Maximiliano Lemos
4 - #UniónComercio
5 - Phillip Butters
6 - E… https://t.co/56OkwZTbQY",19,140,4.64,1,6
2018-09-21 23:00:08,167,Miraflores,I'm at Golder Associates Perú - Libertador https://t.co/yl1UWDHf6k,8,66,7.375,0,0
2018-09-21 23:00:31,377,Magdalena Vieja,@LuciaBelem04_ Si lo prestas hoy en la noche la hago quemar tebas que debo a la gente jeje,18,90,4.055555555555555,0,0
2018-09-21 23:00:43,314,Peru,@pitucos_txt Para el susodicho https://t.co/lOrqMggQrS,5,54,10.0,0,0
2018-09-21 23:00:45,1950927,Miraflores,Congresista Salazar cuando yo entrevisto no suelo ver mis mensajes porque estoy muy concentrada en la conversación… https://t.co/vZL4CWjSL3,18,139,6.777777777777778,0,0
2018-09-21 23:00:49,174,Lince,@franciscoflgl 😂😂😂😂😂😂 MUY CIERTO! Mientras una toda legal y no tiene ni sillón pa sacar modelos 😂,17,97,4.764705882352941,0,0
2018-09-21 23:01:13,1193,San Martin de Porres,"@brunohernandezi Claaaaro, que venga todo el mundo a mi casa(?🙄",10,63,5.4,0,0
2018-09-21 23:01:23,39,Santiago de Surco,"@GaboooTM Porque ppc lo sigue eligiendo como candidato?
Porque deudas tiene mas de medio Peru o no++? Cosas de la vida.",20,119,4.714285714285714,0,0
2018-09-21 23:01:28,1193,San Martin de Porres,"@brunohernandezi Okis, ya le había agarrado cariño xd",8,53,5.75,0,0
2018-09-21 23:01:46,111,Villa Maria del Triunfo,Es la mano negra del gobierno y la izquierda caviar; Asustado por la corrupción de los cuellos blancos y Odebrecht… https://t.co/ZpwD9XC8kB,21,139,5.666666666666667,0,0
2018-09-21 23:01:48,1740,Breña,PORQUE TIENES MIEDO DE DECIR EL NOMBRE DE ESOS CORRUPTOS @MartinVizcarraC SI TODO LOS  PERÚANOS SABEMOS BIEN A QUIE… https://t.co/PYXJPSZjxt,21,140,6.0,0,0
2018-09-21 23:01:53,256,Magdalena del Mar,Laura sad,2,9,4.0,0,0
2018-09-21 23:01:54,3,Jesús Maria,"@chiolaro @Politica_ECpe @MartinVizcarraC La Nelly esa.
Se grabo muy bien
El Mandado de Su Jefa 
La Sra K.
Son Tan… https://t.co/wfSQnnllZK",18,139,5.619047619047619,0,0
2018-09-21 23:02:07,147,San Juan de Lurigancho,"No existe la huachaferia de ""familia democrática"" existe LA FAMILIA si el presidente quiere tener una ""familia demo… https://t.co/yKTyxur3yP",19,140,6.421052631578948,0,0
2018-09-21 23:02:08,1339,La Molina,"Alguien sabe cuales son los requisitos para la canonización de una persona?
Es que @Leaobutron, hoy hizo más que un… https://t.co/JSKhOYhrqx",20,140,5.714285714285714,0,0
2018-09-21 23:02:07,3871,Lima,"Es imposible promover los derechos humanos si no los conocemos. Aprendamos:
- Qué son los derechos humanos
- Cómo s… https://t.co/UCJ6mBFLMV",19,140,5.714285714285714,0,0
2018-09-21 23:02:16,1193,San Martin de Porres,@brunohernandezi Donde p xd,4,27,6.0,0,0
2018-09-21 23:02:18,85177,Peru,"¡Hay Costa para rato!

https://t.co/pd3yZBdjaz",4,46,8.2,0,0
2018-09-21 23:02:23,505,San isidro,Vendo. 33 mil metros a us 70 x mtr. Chilca. Santo@Domingo de los oyeros. Nivelado. Pozo de Agua. I-4. Totalmente sa… https://t.co/zTa2f3QLPW,22,140,5.409090909090909,0,2
2018-09-21 23:02:31,256,Magdalena del Mar,Voy a extrañar este lugar ❤️,6,28,3.8333333333333335,0,0
2018-09-21 23:02:33,1193,San Martin de Porres,"@brunohernandezi Vilchez? Ya p, somos xd",6,40,5.833333333333333,0,0
2018-09-21 23:02:33,497,Lima,Ven este sábado 22 de set. y disfruta del #SanMiguelJovenFest estaremos con el condon gigante y haremos pruebas ráp… https://t.co/0P8DoHxik4,20,140,6.05,1,1
2018-09-21 23:02:37,121,Peru,"La mejor Persona de odo el Mundo Mundial @karolsevilla 

EL AUDITORIO BRILLA POR KAROL",14,86,5.071428571428571,0,0
2018-09-21 23:02:50,14897,San Miguel,@Wolfdruida Siempre hablan que la tecnología no llega a los rincones de la patria y quieren poner voto electrónico.… https://t.co/95UbZYpPLQ,20,140,6.05,0,0
2018-09-21 23:02:55,15,Comas,"@OscarSignus MISERABLES DESGRACIADOS, odian a FUJIMORI .Fue GBNO A.FUJIMORI, hizo a nuestro LEGIBLE , con LEYES par… https://t.co/NIb2XlcA6K",18,140,6.833333333333333,0,0
2018-09-21 23:02:55,1798,Miraflores,Nos acercamos al próximo amistoso: 🇵🇪 Perú 🆚 Selección Chilena 🇨🇱. Etiqueta a tus amigos con quienes lo verás 🤙🏽⚽… https://t.co/kNVFAYlLY2,21,138,5.619047619047619,0,0
2018-09-21 23:03:26,1490,Peru,"📹🔊#OCMA toma declaración al Juez Hugo Velásquez Zavaleta, del 5to Juzgado Constitucional de Lima.

🌐📹 Video:… https://t.co/fMzuzrKJy2",16,133,6.823529411764706,0,0
2018-09-21 23:03:28,314,Los Olivos,@Oso_Nazi @pitucos_txt @Bellatrixtoo https://t.co/TfEKiUEA6l,4,60,14.25,0,0
2018-09-21 23:04:18,30,Magdalena del Mar,"5-5 *Reventamos el Polígono de Tiro*
#Tirar_La_Mierda
#O_Stress en Sucamec Perú https://t.co/tJhsXTi6jD",10,103,7.666666666666667,2,0
2018-09-21 23:04:21,114,Peru,@JuanamartinezH AJAJAJAJAJJA,2,28,13.5,0,0
2018-09-21 23:04:24,185,Lima,"Los 20' se han acabado, pero la diversión no, Bienvenidos 30' 👏👏👏 en Lima, Peru https://t.co/pkZ1LvrikZ",16,103,5.5,0,0
2018-09-21 23:04:27,141,Lima,Viernes https://t.co/FFVTqPsN4Z,2,31,15.0,0,0
2018-09-21 23:04:28,314,Peru,@pitucos_txt Esa fujipotterhead ya es caserita jaja.,7,52,6.571428571428571,0,0
2018-09-21 23:04:58,65,San Martin de Porres,Bom pelo menos não foi o glenn ainda,8,36,3.625,0,0
2018-09-21 23:05:06,385,San isidro,Nada más efectivo para presionar a Fuerza Popular a trabajar y cumplir con lo acordado en el Voto de Confianza que… https://t.co/PNW3jfiO5d,22,139,5.363636363636363,0,0
2018-09-21 23:05:08,685746,La victoria,Crack!!!,1,8,8.0,0,0
2018-09-21 23:05:33,1013,Magdalena del Mar,Rico viernes con el triunfo de alianza,7,38,4.571428571428571,0,0
2018-09-21 23:05:40,1950930,Miraflores,No sé a qué mentiras y qué partas cortas se refiere pero usted misma ha confirmado que vendrá a mi programa el mart… https://t.co/LzulxPpKJr,24,140,4.875,0,0
2018-09-21 23:05:44,15,Comas,"@tamaritaKLOG @delpilachavez @sigridbazan Quizá NO, estamos seguros SI MENCIONA millones de $$$$$$$$ han dado a G.MOHME, o nos equivocamos?",19,139,6.368421052631579,0,0
2018-09-21 23:05:51,605,Peru,@olenkx17 :( buuu,3,17,5.0,0,0
2018-09-21 23:05:57,1339,La Molina,"Primer plano de la mano derecha de @Leaobutron
Que no?
#EstoEsAlianza https://t.co/2YaTj7m6XS",10,93,6.833333333333333,1,0
2018-09-21 23:06:04,301,Miraflores,"I'm at Parque Kennedy - @munimiraflores in Miraflores, Lima https://t.co/kSmr1zUvYL",10,83,7.4,0,0
2018-09-21 23:06:04,64,Villa Maria del Triunfo,"Want to download video or GIF from Twitter, let's try this app https://t.co/fN1mFQa7RT",13,86,5.6923076923076925,0,0
2018-09-21 23:06:09,224,Miraflores,Y luego llegan las alitas y la ropa y los viajes y me voy a la mierda :(,18,72,3.0555555555555554,0,0
2018-09-21 23:06:13,2936,Miraflores,#gael #tomandosuproteina en Miraflores https://t.co/IdjT8SKCSJ,5,62,11.6,2,0
2018-09-21 23:06:16,314,Lima,@pitucos_txt La Dulceida peruana.,4,33,7.5,0,0
2018-09-21 23:06:16,246,Santiago de Surco,"La vida es puta y yo la puse del revés.
NO TENGO TIEMPO PA' PRESTÁRSELO A UNA EX!

- @KiddKeo95Flames crack!",19,108,4.142857142857143,0,0
2018-09-21 23:06:31,301,Miraflores,"I'm at Óvalo de Miraflores - @munimiraflores in Miraflores, Lima https://t.co/6YTw0sYT8S",11,88,7.090909090909091,0,0
2018-09-21 23:06:51,422,Miraflores,¡qué grandes están mis sobrinos! pero se me pasa la vida viéndolos crecer por foto,15,82,4.533333333333333,0,0
2018-09-21 23:06:56,264,San Martin de Porres,@Gestionpe Cuando se trabaja en el sector público nunca hay descansó.,11,69,5.363636363636363,0,0
2018-09-21 23:06:59,606,Magdalena del Mar,"Capacitación #Google #Mentors (@ Xertica Perú in San Isidro, Municipalidad Metropolitana de Lima)… https://t.co/AoR1volgEB",14,122,7.785714285714286,2,0
2018-09-21 23:07:01,157,Barranco,@IDEA_int_Peru @JNE_Peru @luchocastanedap @jvillacorta6 @jaimesalinas80 @EstherCapunay @JorgeMunozAP… https://t.co/vc4FGr2ynM,8,125,14.75,0,0
2018-09-21 23:07:07,176,Santiago de Surco,@jacastrobravo @alvarezrodrich Muy bien dicho congresista!!👏🏻👏🏻👏🏻👏🏻,6,67,10.333333333333334,0,0
2018-09-21 23:07:14,115,Peru,@Juanjaramilloe takete,2,22,10.5,0,0
2018-09-21 23:07:20,828,San Miguel,io,1,2,2.0,0,0
2018-09-21 23:07:31,66,Los Olivos,@lokaldammert Debo admitir  q es cierto por eso estamos en este punto por tipos como el y sus seguidores lo bueno e… https://t.co/g4ioZDm2Sz,24,140,5.086956521739131,0,0
2018-09-21 23:07:36,323,Rimac,"Dejé de seguir a @exitosape al leer que dieron de baja a @Phill_Butters  es lo menos que podía hacer.
Quiero dejarl… https://t.co/7X1Iotb6Tx",22,140,5.363636363636363,0,0
2018-09-21 23:07:39,86,San Miguel,#photoobserve #blackandwhite #bnw #bnw_society #blackandwhitephotography #bwphotography #monochrome… https://t.co/mBo4zUYFd1,8,124,14.625,7,0
2018-09-21 23:07:41,1339,La Molina,"Viéndolo bien señor Presidente, aquí perdió la #SeñoraK",8,55,6.0,1,0
2018-09-21 23:07:52,264,San Martin de Porres,@Gestionpe Ahí las personas que son contratadas y no hacen su trabajo.,12,70,4.916666666666667,0,0
2018-09-21 23:07:58,14897,San Miguel,"Adiós @exitosape ya no nós volveremos a ver. 
Antes y Después. https://t.co/50tvicSr9K",12,86,6.166666666666667,0,0
2018-09-21 23:08:11,30,Lince,"Y nos Fuimos a ver a My Bobby 💕
#La_Monja 👻 en Lince, Lima, Peru https://t.co/J2go7kUaVa",15,88,4.5625,1,0
2018-09-21 23:08:15,33,Surquillo,"#Viernes21DeSeptiembre 📖
""Lectura del Santo Evangelio según San Mateo 9,9-13"" 🙏

Jesús dijo: ""No tienen necesidad d… https://t.co/gf7R2MAvvW",16,140,6.777777777777778,1,0
2018-09-21 23:08:16,957,San Borja,Programación Nocturna de @HRumbera https://t.co/qBxa493ziS vía https://t.co/dJDosP084U App Store iOS… https://t.co/87GIsR36k2,11,125,10.454545454545455,0,0
2018-09-21 23:08:59,127,San Juan de Miraflores,Hoy toca 5k. #correr,4,20,4.25,1,0
2018-09-21 23:09:00,264,Lima,@Gestionpe No se necesita de ningún estudio para saberlo.,9,57,5.444444444444445,0,0
2018-09-21 23:09:02,314,Peru,@DoodlyLala @TheCR_MAN Aquí otro hijo de paciente de Alzheimer. Lo que ese tipo comenta es directamente salido de la cloaca.,20,124,5.25,0,0
2018-09-21 23:09:10,1339,La Molina,Arrobalo,1,8,8.0,0,0
2018-09-21 23:09:14,21,Peru,@Dmorazevallos Si las reformas no se aprueban hasta el 4 de octubre 2018 quiere decir que no hay voto de confianza… https://t.co/1z9wfo0VSw,22,139,5.363636363636363,0,2
2018-09-21 23:09:16,118,San Martin de Porres,"@Phill_Butters esperamos que pronto esté en otro medio, para seguir escuchándolo, diciendo sus verdades a todo corr… https://t.co/DrHvvZ5eBi",18,140,6.833333333333333,0,0
2018-09-21 23:09:35,157,Barranco,@bbcmundo @DeltaMdelta A propósito de este tema @DeltaMdelta estamos proponiendo dos ordenanzas y la creación de la… https://t.co/KvdrzBLVZ6,18,140,6.833333333333333,0,0
2018-09-21 23:09:53,65,San Martin de Porres,Mee o Abraham,3,13,3.6666666666666665,0,0
2018-09-21 23:09:57,21,La Molina,@gouden20 @RPPNoticias @KeikoFujimori @PepeChlimper @rosamariabartra @UrsulaLetonaP @hectorbecerrilr @Arimborgotammy Jsjaja.  Jajaja,11,132,12.2,0,0
2018-09-21 23:09:57,37719,Magdalena del Mar,Segundo día consecutivo que veo este vehículo donando alimentos a los refugiados que esperan afuera de Migraciones… https://t.co/9nuy3xXAlb,18,139,6.777777777777778,0,0
2018-09-21 23:10:06,2914,Lima,Antojito 🍢 (@ Anticuchería D' Manuel) https://t.co/C5T3Ugh6b9,7,61,7.857142857142857,0,0
2018-09-21 23:10:34,301,Miraflores,"Tinta? (@ Dharma Tattoo in Miraflores, Departamento de Lima) https://t.co/vvrdGs5UJp",10,84,7.5,0,0
2018-09-21 23:10:38,114,San Miguel,"@LorenaMeritano Buenas vibras desde Perú 🇵🇪 Lorena, YA VENCISTE EL CANCER!!",11,75,5.909090909090909,0,0
2018-09-21 23:10:41,422,Santiago de Surco,welcome primavera,2,17,8.0,0,0
2018-09-21 23:10:45,39,Santiago de Surco,"@GaboooTM Ni incremento.
Estas paginitas surcanas nada han hecho por el q se va. Gomez Baca relleno de propiedades, uhm raro raro raro",22,134,4.869565217391305,0,0
2018-09-21 23:10:46,144,Jesús Maria,@claudiacisneros La que tiene que pedir perdón al país por la corrupción que existe en su partido es la señora Bete… https://t.co/5sfNgOZJXN,22,140,5.409090909090909,0,0
2018-09-21 23:11:17,33,Surquillo,"""BATALLA BÍBLICA"" (2DA FECHA) 📖

Hoy Viernes 21 de Septiembre, continuamos con las Batallas entre los Grupos Parroq… https://t.co/I5NdMezQS2",18,140,6.368421052631579,0,1
2018-09-21 23:11:17,37719,Magdalena del Mar,Segundo día consecutivo que veo este vehículo donando alimentos a los refugiados que esperan afuera de Migraciones… https://t.co/AfDONIMc4M,18,139,6.777777777777778,0,0
2018-09-21 23:11:46,448,San Borja,Cuando tu comentario es lo mismo q dicen en la tv.,11,50,3.6363636363636362,0,0
2018-09-21 23:11:47,629,Miraflores,"I'm at Larcomar in Miraflores, Lima https://t.co/8uUmAJCJTT",7,59,7.571428571428571,0,0
2018-09-21 23:11:50,133,San Borja,Prepárate para que “haiga” programa,5,35,6.2,0,0
2018-09-21 23:11:55,319045,Peru,"[BUENA NOTICIA] #DíaMundialdelAlzheimer
Conoce los seis beneficios del reglamento de Ley 30795 de Prevención y Trat… https://t.co/sknMe4P7Bl",16,140,7.294117647058823,1,1
2018-09-21 23:12:09,1339,La Molina,Por lo menos está votación si la ganará Keiko no?,10,49,4.0,0,0
2018-09-21 23:12:49,111,Villa Maria del Triunfo,@larepublica_pe Keiko obtuvo 73 congresistas y tu izquierda caviar solo 20 congresistas !!...,13,93,6.230769230769231,0,2
2018-09-21 23:13:00,552,Santiago de Surco,"I'm at @WongPeru in Surco, Lima https://t.co/pXvgyJiMPh",7,55,7.0,0,0
2018-09-21 23:13:00,133,San Borja,Por eso considero que ya se hace necesario que visite un sicólogo o un siquiatra para que la@ubiquen o la traigan a… https://t.co/r9HH8XzarZ,23,140,5.130434782608695,0,0
2018-09-21 23:13:21,1048,San Miguel,Charlas sobre prevención de desastres naturales y acciones de la  @MunideSanMiguel en desastres a los alumnos del C… https://t.co/KIEWwsUjI8,20,140,6.368421052631579,0,0
2018-09-21 23:13:28,139,La victoria,@Diegogr89 Otaku music?????,3,27,8.333333333333334,0,0
2018-09-21 23:13:34,394,Magdalena Vieja,"@ernestoam21 @Phill_Butters Pero no creo que desaparezca de la radio, si así fuera, existe la internet. No creo est… https://t.co/WevG7Pi6Jj",20,140,6.05,0,0
2018-09-21 23:13:36,184,San Borja,"@jfowks @recisneros No se cayó, se desplomó",7,43,5.285714285714286,0,0
2018-09-21 23:13:38,176,Santiago de Surco,@gildatrkovic #loscuellosblancosdechoquehuanca,2,46,22.5,1,0
2018-09-21 23:13:41,8,Santiago de Surco,@epinzas @sergiosanabria4 @larepublica_pe Ayer vi en México personas que alzaban el puño y estaban recordando a las… https://t.co/QLLqq5vKLz,18,140,6.833333333333333,0,0
2018-09-21 23:14:05,1034,San isidro,@GuilleVal88 @ah_merinob @SolCn Pero no soy marica como tú,9,58,5.555555555555555,0,0
2018-09-21 23:14:08,422,Santiago de Surco,nunca estás tan en la mierda,6,28,3.8333333333333335,0,0
2018-09-21 23:14:09,377,Breña,Le doy muchas gracias a mi primer sueldo por darme a mi vaporizador. No tienen idea de cuánto lo quiero a pesar de… https://t.co/pRc1X6uqoZ,24,139,4.833333333333333,0,0
2018-09-21 23:14:27,358,Los Olivos,"Entrenadores, ya viene #Suicune en Octubre como recompensa de los 7 sellos!!  #PokemonGO @PoGoPeru @PeterDPeru… https://t.co/cURkZY2eay",17,135,7.4375,2,1
2018-09-21 23:14:27,176,Santiago de Surco,@laurabozzo #loscuellosblancosdechoquehuanca,2,44,21.5,1,0
2018-09-21 23:14:48,98,San Miguel,"@eduaraliaga71 @StyloyColor @Politica_LR Si le importa, haga el esfuerzo pues.",10,78,6.9,0,0
2018-09-21 23:14:53,1790,Breña,@chebroma Pero Leao ya superó a Pancho.,7,39,4.714285714285714,0,0
2018-09-21 23:15:06,133,San Borja,La 🐀 @ursulaletonap1 es lentona para entender!,7,46,5.714285714285714,0,0
2018-09-21 23:15:09,37719,Magdalena del Mar,Segundo día consecutivo que veo este vehículo donando alimentos a los refugiados que esperan afuera de Migraciones… https://t.co/P1nGGhnU6x,18,139,6.777777777777778,0,0
2018-09-21 23:15:11,105,Miraflores,"I'm at Sandwich Palermo Café in Miraflores, Lima https://t.co/gNkPjCA0Fp",9,72,7.111111111111111,0,0
2018-09-21 23:15:15,523,Surquillo,"Menos violencia, más amor, más sexo ❤️",7,38,4.571428571428571,0,0
2018-09-21 23:15:57,694,Bellavista,"Hoy provocaré un encuentro fortuito...

 https://t.co/nncKCZq74n",6,64,9.5,0,0
2018-09-21 23:15:58,133,San Borja,Eso estaba más que cantado!,5,27,4.6,0,0
2018-09-21 23:16:11,251,La victoria,@kikegra @mujerlunabella Tengo un bono para canjear este tweet por 10 cartones de caguama buen hombre 👈,17,103,5.117647058823529,0,1
2018-09-21 23:16:15,0,Peru,@fanny_putita Hola hermosura; que hermosa mochita tienes; lalameria y la lameria sin parar bebe; gracias por mostra… https://t.co/XG2QVkr6kb,18,140,6.833333333333333,0,0
2018-09-21 23:16:18,694,Bellavista,@GeMarines Que clase de Geral es Geral ¿?,8,41,4.25,0,0
2018-09-21 23:16:31,1,San Borja,"@Gestionpe El pais necesita mucho trabajo del congreso , así qué hay que recuperar todo el tiempo perdido en estos… https://t.co/qI2yzvH1YG",21,139,5.666666666666667,0,0
2018-09-21 23:16:33,176,Santiago de Surco,@MilagrosLeivaG Cuando se dice la verdad no se necesita asesoramiento!!,10,71,6.2,0,0
2018-09-21 23:16:53,37719,Magdalena del Mar,Segunda vez que veo este vehículo donando alimentos a los refugiados que esperan afuera de Migraciones Perú. Gracia… https://t.co/87ugfWGYHm,19,140,6.421052631578948,0,0
2018-09-21 23:17:09,116,Rimac,I wish I could take them home! ❤ en Lima Region https://t.co/szgwIzyf5K,12,71,5.0,0,0
2018-09-21 23:17:21,975,Peru,"Suena lógico, nadie va a querer invertir en un sistema donde solo los ""hermanitos"" se favorecen.
A esto, hay fujimo… https://t.co/mtcqD5WSiw",20,140,5.714285714285714,0,0
2018-09-21 23:17:23,841,Peru,#ComunidadDigital responde a las brechas tecnológicas de nuestro país. Mediante el acceso a internet y la alfabetiz… https://t.co/L9hHZtjBoz,17,140,6.833333333333333,1,0
2018-09-21 23:17:27,230,Miraflores,"Yo escuchaba @REXIT2daEdicion por @Phill_Butters ahora ya fue! Adiós Exitosa, fue un gusto",13,90,6.0,0,0
2018-09-21 23:17:38,321,San Miguel,Aquí px un sudaca perturbando la tranquilidad de los resultados de búsqueda de la elegante Francia :v,17,101,5.0,0,0
2018-09-21 23:17:38,147,Lima,"@socioperiodismo Villarán no se presenta, pero uds la #Prensa no lo saben acaso? Quién es su mejor auspiciador?",18,111,5.222222222222222,1,0
2018-09-21 23:17:38,3872,Lima,@WynnSummoner Por los esteroides anabólicos más bien 😅,8,54,5.875,0,0
2018-09-21 23:17:45,133,San Borja,"Más que leyes, el elector debe asumir que si no se presenta al debate es que NO TIENE PLAN DE GOBIERNO",21,102,3.9047619047619047,0,0
2018-09-21 23:17:53,41,San isidro,"Hasta  hoy mi hermana me sigue haciendo chongo por la gelatina que se comieron ese día, los malditos dejaron sin gelatina a las profes.",25,135,4.625,0,0
2018-09-21 23:18:02,424,Miraflores,@irrelevanteh @Tartalora Linduritas 💕,4,37,8.5,0,0
2018-09-21 23:18:17,190,Miraflores,☝🏽 https://t.co/LYaD6C7nS5,2,26,12.5,0,0
2018-09-21 23:18:19,65,San Martin de Porres,Agora foi o glenn mas eu acho que já sabia,10,42,3.3,0,0
2018-09-21 23:18:21,98,San Miguel,@StyloyColor @eduaraliaga71 @Politica_LR Tómelo como desee. No tengo que defender a nadie.,12,90,6.583333333333333,0,0
2018-09-21 23:18:37,237,Lima,"@LuyoJhairo @zonkabe Así es, pero sus presentaciones han sido malas por no decir pésimas, ojalá siga así como en estos 2 últimos partidos.",23,138,5.043478260869565,0,1
2018-09-21 23:18:37,90,Peru,@NicePostSupport @BxllOsillo @GoldUHCS evento de mrd me dan 5 sec para lotear alto evento de mrd,16,96,5.0625,0,1
2018-09-21 23:18:55,21,Peru,"@paologuerrero9 Toda la razón a nuestro Capitán, toda la culpa es del Hotel, de la Federación peruana e internacion… https://t.co/4ErXhxhbJt",20,140,6.05,0,0
2018-09-21 23:19:00,177,Santiago de Surco,@utilitiesperu @Phill_Butters #ChauExitosa,3,42,13.333333333333334,1,0
2018-09-21 23:19:07,230,Miraflores,"En mi casa escuchábamos @exitosape por @Phill_Butters ahora ya fue!
Chau Exitosa fue un gusto",14,93,5.266666666666667,0,0
2018-09-21 23:19:09,190,Miraflores,Como quien no quiere la cosa,6,28,3.8333333333333335,0,0
2018-09-21 23:19:12,1171,Miraflores,#Travel #Sky #Ocean #Sun en Miraflores https://t.co/mrAhYDWtMA,7,62,8.0,4,0
2018-09-21 23:19:16,46,Miraflores,@stephanomi35 Jajajajajaja,2,26,12.5,0,0
2018-09-21 23:19:18,116,Jesús Maria,@eloymarchan Es la que sale en el mamarracho de Carlos Vives en bicicleta?,13,74,4.769230769230769,0,0
2018-09-21 23:19:34,190,Miraflores,🤔,1,1,1.0,0,0
2018-09-21 23:19:45,395,Magdalena Vieja,"@lcbcasbo Así como mudamos de @Capital967 a @exitosape , tendremos que mudar nuestra sintonía a otra emisora. Simple.",18,117,5.555555555555555,0,0
2018-09-21 23:19:55,1027,Lima,@OcesaColombia Buenaza !!!,3,26,8.0,0,0
2018-09-21 23:19:58,96,Magdalena del Mar,"@ClaraEOspinaG @Malapalabrero @BankadaFP Lamentablemente es verdad, nuestra educación ha sido muy paupérrima y en p… https://t.co/RCXly4r5i0",16,140,7.8125,0,0
2018-09-21 23:19:58,977,Santiago de Surco,@coqui_rosas @TaboadaMariano https://t.co/PF1MMcn7rj,3,52,16.666666666666668,0,0
2018-09-21 23:19:58,116,Jesús Maria,"@TatianaAstengoB Si tenemos Yesenias Ponce, ya todo puede pasar en el Perú.",12,75,5.333333333333333,0,0
2018-09-21 23:20:14,793,Magdalena del Mar,@Nicolevillc,1,12,12.0,0,0
2018-09-21 23:20:17,3148,San Miguel,Qué cosas lindas vienen haciendo😊,5,33,5.8,0,0
2018-09-21 23:20:19,98,San Miguel,"@eduaraliaga71 @StyloyColor @Politica_LR Lo que debería importarte es loq ue hace en el congreso, no en qué gasta s… https://t.co/HjNyXPL6ay",20,140,6.05,0,0
2018-09-21 23:20:22,321,San Miguel,"Ah y algo importante, los audífonos Bosé son la ptmr :)",11,55,4.090909090909091,0,0
2018-09-21 23:20:53,1339,La Molina,#AmorEs,1,7,7.0,1,0
2018-09-21 23:20:57,90,Peru,@NicePostSupport @BxllOsillo @GoldUHCS legit https://t.co/qQjEhuL36G,5,68,12.8,0,0
2018-09-21 23:21:00,7403,Lima,"#아빠는여행중 #잠시딴생각
.
#페루 #리마 #아모르파크 에서 #베네수엘라 돈 5,000볼리바르를 주웠네요. 볼리비아가 난리가 나서 휴지조각일거라는데 도데체 이거 얼마나 할까요?^^ lima, Peru https://t.co/qiymOKyM2t",20,136,5.2272727272727275,6,0
2018-09-21 23:21:14,1027,Lima,Despegaste del cemento mis zapatos para escapar los dos volando un rato .... 💔💔💔 https://t.co/o1SzhQ99wo,15,104,6.0,0,0
2018-09-21 23:21:31,116,Rimac,I wish I could take them home! ❤ #rabbitlover 🐰 en Lima Region https://t.co/zEg53kD7w8,14,86,5.214285714285714,1,0
2018-09-21 23:21:45,230,Miraflores,"@exitosape Adiós @exitosape bye, arrivederchi",5,45,8.2,0,0
2018-09-21 23:21:52,841,Lima,@Naflory Jajajaja me hiciste la tarde 😂😂😂,7,41,5.0,0,0
2018-09-21 23:22:14,293,Callao,Todos los días salto como loca cuando se activa en mi sala,12,58,3.9166666666666665,0,0
2018-09-21 23:22:16,841,Lima,Ando medicada hasta no se donde.. Que horrible 😐,9,48,4.444444444444445,0,0
2018-09-21 23:22:44,921,Miraflores,"Para luchar contra la #corrupción necesitamos que todos sepan cómo ésta termina perjudicándolos, si no me afecta no me importa.",20,127,5.4,1,0
2018-09-21 23:22:46,233,Peru,"""Ding dong ding dong, estas cosas del amor"" 🎶",9,45,4.111111111111111,0,0
2018-09-21 23:22:51,30921,La victoria,Con el chef Manuel García....🇵🇪🙏🏾💋#laprincesadelasalsa @ La GRAN Concha https://t.co/5CgtdUApe6,10,95,8.6,0,0
2018-09-21 23:22:57,184,San Borja,@SolCn Lamentable que recién la llamada ética este presente antes de las elecciones municipales,14,95,5.857142857142857,0,0
2018-09-21 23:23:06,1258,Lima,"Last sunset in Peru 😭⛅️🇵🇪💖 @ Lima, Peru https://t.co/XQ13l1vHUE",9,63,6.111111111111111,0,0
2018-09-21 23:23:09,65,San Martin de Porres,Caralho vei mataram geral wtf,5,29,5.0,0,0
2018-09-21 23:23:14,544,Miraflores,@nuncatanmalo @la_magacha Tocayo!,3,33,10.333333333333334,0,0
2018-09-21 23:23:15,122,Lince,Si,1,2,2.0,0,0
2018-09-21 23:23:24,59,Santiago de Surco,"Torta aniversario, matrimonio !! en Santiago De Surco, Lima, Peru https://t.co/AgRh6qwCKs",11,89,7.181818181818182,0,0
2018-09-21 23:23:41,0,Peru,@fanny_putita Hermosa concha primor uoohh! besos alli; como me gustaria rozar mi glande alli mi amor; que te parece… https://t.co/cjwPMg05AE,20,140,6.05,0,0
2018-09-21 23:23:46,1281,San isidro,I'm at Universidad Inca Garcilaso de la Vega in Lima https://t.co/GOcEpImdK2,11,76,6.0,0,0
2018-09-21 23:23:46,1,San Borja,"@MarisaGlave @MilagrosLeivaG Sr Salaverry, ese juez Hinostroza parece por los audios que es el jefe de la banda, no… https://t.co/MnQBBuRED7",20,140,6.05,0,0
2018-09-21 23:23:48,195,Peru,@MasterCardPe @RicardoMoran wau,3,31,9.666666666666666,0,0
2018-09-21 23:23:51,1013,San isidro,@UnderFire120 @Leaobutron Señor es abuso ya lo q usted está haciendo.,11,69,5.363636363636363,0,0
2018-09-21 23:24:02,116,La victoria,"@Frospigliosi Denuncielo, no hay perdón para la deshonra!",8,57,6.25,0,0
2018-09-21 23:24:11,230,Miraflores,@Phill_Butters nos dices a qué radio te vas para escucharte,10,59,5.0,0,0
